like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
-6.836,0.3484,0.5244,0.4934,0.01657,21.22,0.3813,0.003574,0.0001718,0.1776,3.531,7.35,0.0
-10.875,0.3682,0.5864,0.4976,0.02057,22.84,0.8633,0.0185,0.000142,0.09937,2.033,5.547,1.0
-10.49,0.3103,0.617,0.4194,0.0217,22.42,0.9673,0.02452,0.0002387,0.1184,2.049,5.227,2.0
-12.695,0.374,0.645,0.4878,0.015335,24.31,1.551,0.0598,0.0001775,0.088,1.76,5.633,3.0
-5.258,0.3481,0.632,0.4917,0.01659,20.88,0.7065,0.01428,0.000979,0.3079,3.656,6.69,4.0
0.0936,0.3147,0.5815,0.4583,0.02104,19.05,0.3726,0.00411,0.00093,0.3645,4.06,5.918,0.0
-13.57,0.31,0.5864,0.4976,0.02687,13.2,0.09784,0.000411,0.01038,1.425,5.72,3.057,1.0
-13.414,0.3147,0.5234,0.4119,0.02632,24.33,0.8286,0.014694,1.353e-05,0.02715,1.038,4.137,2.0
-15.92,0.3357,0.693,0.3938,0.015335,26.6,3.58,0.305,3.39e-05,0.01942,0.5605,2.943,3.0
-9.87,0.3542,0.6245,0.4827,0.01662,22.56,0.968,0.0246,0.0003662,0.1626,2.62,6.355,4.0
-4.867,0.3147,0.455,0.4695,0.02104,17.3,0.09576,0.0002453,0.0001761,0.2874,4.926,6.258,0.0
-8.48,0.3447,0.6064,0.4768,0.01932,21.73,0.758,0.01535,0.000375,0.1769,2.74,6.047,1.0
-12.94,0.3064,0.6343,0.4924,0.02061,13.84,0.1462,0.0009255,0.0194,1.84,6.676,3.76,2.0
-13.375,0.3,0.687,0.4878,0.015335,13.836,0.184,0.001539,0.04288,2.59,7.7,4.105,3.0
-11.13,0.3442,0.671,0.4614,0.01147,23.44,1.4,0.05188,0.000543,0.1793,2.709,7.04,4.0
-14.51,0.3147,0.6387,0.3918,0.02104,25.27,2.06,0.101,4.584e-05,0.03156,0.85,3.602,0.0
-4.414,0.3447,0.3994,0.4976,0.02057,19.5,0.0881,0.000162,1.115e-05,0.08307,3.434,7.312,1.0
-0.772,0.3079,0.6343,0.4453,0.02061,19.3,0.5337,0.008835,0.001666,0.4136,3.928,5.793,2.0
-15.49,0.3667,0.495,0.4683,0.015305,27.36,1.029,0.01929,3.64e-06,0.01497,0.93,5.293,3.0
-10.48,0.3438,0.6724,0.4614,0.01662,22.77,1.314,0.04715,0.00052,0.1636,2.365,5.906,4.0
-1.692,0.3147,0.557,0.4583,0.02255,18.94,0.3157,0.002876,0.000612,0.312,3.863,5.73,0.0
-6.414,0.3447,0.3994,0.492,0.02057,20.34,0.1059,0.0002241,7.33e-06,0.0629,2.996,7.344,1.0
-12.67,0.3079,0.6343,0.4026,0.01591,24.3,1.465,0.05292,0.0001553,0.0841,1.741,5.598,2.0
-13.45,0.3357,0.4346,0.452,0.015335,25.12,0.3784,0.002522,3.1e-06,0.02478,1.67,7.37,3.0
-4.92,0.346,0.5146,0.4993,0.01462,20.3,0.285,0.002056,0.0002534,0.2524,4.473,7.94,4.0
-14.516,0.3147,0.2083,0.4695,0.02255,11.52,0.0002294,0.0,0.0,0.006187,3.846,7.992,0.0
-8.58,0.3435,0.2844,0.4941,0.02057,18.31,0.0118,2e-06,6e-08,0.01252,2.65,8.67,1.0
-9.625,0.3276,0.655,0.4453,0.01935,22.12,1.086,0.03256,0.0005107,0.1704,2.41,5.613,2.0
6.59,0.3357,0.693,0.4878,0.015335,19.38,0.6924,0.01566,0.0041,0.6226,4.77,6.65,3.0
-4.98,0.316,0.6724,0.452,0.01139,20.6,0.777,0.01819,0.002468,0.507,4.79,7.81,4.0
-5.516,0.3147,0.512,0.4583,0.02731,18.52,0.2188,0.001324,0.0002453,0.2158,3.316,5.06,0.0
-14.9,0.3447,0.1715,0.4976,0.02057,13.164,8.28e-05,0.0,0.0,0.0002,1.503,11.09,1.0
-4.914,0.301,0.4724,0.4358,0.01537,20.02,0.1926,0.000886,0.00010896,0.1967,4.406,8.05,2.0
0.562,0.329,0.6606,0.4744,0.01872,19.53,0.635,0.01267,0.002235,0.4568,4.074,6.08,3.0
11.46,0.316,0.6724,0.4614,0.01662,19.1,0.5957,0.01155,0.003576,0.608,4.754,6.414,4.0
-9.74,0.3147,0.557,0.485,0.02255,15.64,0.1467,0.0007534,0.002838,0.815,5.684,4.746,0.0
-14.51,0.3625,0.4219,0.478,0.01897,26.14,0.4263,0.00299,9e-07,0.01121,1.047,5.895,1.0
-12.77,0.3428,0.6343,0.4453,0.02061,23.94,1.467,0.05377,0.0001225,0.0674,1.417,4.625,2.0
-9.24,0.3545,0.528,0.4924,0.01704,22.25,0.4875,0.005604,0.0001055,0.12366,2.861,7.05,3.0
-2.94,0.3027,0.508,0.4421,0.015045,19.48,0.2295,0.001374,0.000314,0.3022,4.914,7.766,4.0
-13.41,0.3516,0.557,0.4583,0.0225,24.56,1.053,0.02467,2.855e-05,0.03745,1.192,4.547,0.0
-14.76,0.3447,0.3994,0.4539,0.02057,26.34,0.3552,0.00195,3e-07,0.007103,0.8765,5.57,1.0
-1.508,0.3064,0.6343,0.4417,0.02061,19.48,0.556,0.009514,0.001517,0.389,3.814,5.805,2.0
-8.74,0.3533,0.4314,0.495,0.02205,21.56,0.1959,0.000782,1.043e-05,0.05527,2.387,6.613,3.0
-11.59,0.3142,0.57,0.422,0.0186,23.52,0.8657,0.01772,9.245e-05,0.0832,1.977,5.895,4.0
-7.523,0.3054,0.5205,0.4583,0.02644,16.83,0.1561,0.0007515,0.0006895,0.4,4.32,4.81,0.0
-11.164,0.3604,0.386,0.4976,0.02057,22.94,0.1547,0.0004086,1.2e-06,0.02158,1.815,7.086,1.0
0.4573,0.3064,0.6343,0.4417,0.01707,19.83,0.5767,0.01003,0.001629,0.425,4.242,6.57,2.0
2.738,0.3003,0.586,0.4363,0.01872,19.36,0.3997,0.004677,0.000986,0.381,4.29,6.41,3.0
-2.4,0.324,0.595,0.478,0.0221,18.23,0.342,0.003681,0.001542,0.4656,4.332,5.527,4.0
-8.08,0.3435,0.2844,0.4941,0.02654,17.78,0.01113,1.85e-06,6e-08,0.01077,2.215,7.043,0.0
-5.543,0.3325,0.4236,0.479,0.01736,20.06,0.1246,0.0003343,2.39e-05,0.1104,3.795,7.957,1.0
-1.29,0.321,0.606,0.4634,0.02092,19.44,0.4695,0.006584,0.001077,0.3547,3.828,5.87,2.0
-11.71,0.3003,0.6094,0.4,0.01842,23.5,1.109,0.03049,0.0001543,0.09406,1.916,5.613,3.0
-12.805,0.316,0.4673,0.4978,0.01689,13.98,0.04514,6.896e-05,0.001415,0.9756,7.953,5.145,4.0
-3.39,0.3147,0.509,0.453,0.02255,19.67,0.2612,0.001766,0.0001781,0.1895,3.428,6.06,0.0
-5.543,0.3325,0.4236,0.479,0.01736,20.06,0.1246,0.0003343,2.39e-05,0.1104,3.795,7.957,1.0
-7.312,0.3052,0.471,0.433,0.01707,21.19,0.2476,0.001379,5.33e-05,0.12146,3.383,7.63,2.0
4.242,0.308,0.6177,0.453,0.01833,18.73,0.419,0.005512,0.002079,0.5303,4.73,6.234,3.0
0.3657,0.3145,0.686,0.452,0.015564,19.9,0.754,0.01797,0.00295,0.513,4.375,6.67,4.0
-7.273,0.3147,0.5537,0.4763,0.02255,16.67,0.1842,0.001107,0.001673,0.6016,5.137,5.184,0.0
-7.6,0.3325,0.5645,0.479,0.010284,20.77,0.4265,0.004833,0.0006537,0.3618,5.098,8.836,1.0
-4.27,0.305,0.6343,0.4417,0.02415,18.9,0.51,0.00823,0.001589,0.3845,3.559,5.113,2.0
-7.945,0.3071,0.518,0.4656,0.02335,16.39,0.1343,0.000568,0.000969,0.5205,5.12,5.137,3.0
-8.59,0.3062,0.6724,0.42,0.01662,21.9,1.092,0.03384,0.000852,0.2313,2.89,6.234,4.0
-7.273,0.3147,0.5537,0.4763,0.02255,16.67,0.1842,0.001107,0.001673,0.6016,5.137,5.184,0.0
-5.758,0.3342,0.548,0.4905,0.011536,19.55,0.3003,0.002487,0.0008006,0.4482,5.715,8.41,1.0
-13.5,0.3196,0.696,0.404,0.01707,24.5,2.207,0.1261,0.0001849,0.0684,1.294,4.484,2.0
-6.23,0.308,0.5146,0.453,0.01172,19.39,0.2286,0.001386,0.0004659,0.388,5.754,8.56,3.0
-7.535,0.3005,0.6772,0.4497,0.02588,17.11,0.4307,0.006763,0.005352,0.688,4.168,4.418,4.0
-10.14,0.3162,0.537,0.4878,0.0238,15.42,0.1224,0.000516,0.002096,0.742,5.547,4.582,0.0
-8.04,0.323,0.548,0.4905,0.012085,17.39,0.1885,0.0011015,0.002014,0.7964,7.16,7.43,1.0
-13.27,0.3188,0.6978,0.4053,0.01707,24.33,2.143,0.11993,0.0002126,0.0752,1.37,4.594,2.0
-3.77,0.309,0.6826,0.4404,0.01333,20.55,0.8276,0.02092,0.002438,0.4705,4.383,7.24,3.0
11.46,0.316,0.6724,0.4614,0.01662,19.1,0.5957,0.01155,0.003576,0.608,4.754,6.414,4.0
-10.05,0.3123,0.5537,0.429,0.02792,21.52,0.578,0.00845,0.0001031,0.0902,1.873,4.598,0.0
-4.47,0.3308,0.4326,0.4905,0.02254,17.48,0.0818,0.0001687,7.814e-05,0.2045,4.43,6.21,1.0
0.4573,0.3064,0.6343,0.4417,0.01707,19.83,0.5767,0.01003,0.001629,0.425,4.242,6.57,2.0
-8.33,0.3257,0.6177,0.453,0.02536,20.78,0.7124,0.014366,0.0004535,0.1772,2.424,4.895,3.0
-7.46,0.3208,0.6045,0.451,0.02574,20.31,0.5986,0.010216,0.0004807,0.1969,2.623,4.945,4.0
-11.2,0.311,0.568,0.4194,0.02687,22.39,0.7573,0.014206,8.41e-05,0.07214,1.611,4.484,0.0
-5.254,0.3308,0.4048,0.4905,0.02254,17.25,0.05746,7.89e-05,3.53e-05,0.1619,4.4,6.395,1.0
-9.68,0.3042,0.6763,0.4697,0.00988,16.88,0.3474,0.00446,0.01483,1.581,7.902,6.887,2.0
-12.09,0.313,0.6777,0.4949,0.00808,15.8,0.2688,0.00286,0.02565,2.217,9.05,6.473,3.0
-1.763,0.316,0.6724,0.4614,0.01228,19.5,0.622,0.01232,0.0039,0.6772,5.414,7.465,4.0
-11.03,0.3174,0.614,0.4265,0.02542,22.3,0.973,0.02486,0.0001798,0.09485,1.713,4.51,0.0
-4.47,0.3308,0.4326,0.4905,0.02254,17.48,0.0818,0.0001687,7.814e-05,0.2045,4.43,6.21,1.0
-5.707,0.3157,0.699,0.4417,0.01707,20.84,1.002,0.03061,0.001838,0.348,3.418,6.203,2.0
2.744,0.3003,0.586,0.4363,0.0187,19.36,0.3997,0.00468,0.000987,0.381,4.29,6.414,3.0
-0.7637,0.3386,0.4873,0.4988,0.02083,18.33,0.1604,0.0006895,0.0002398,0.2744,4.45,6.36,4.0
-9.65,0.319,0.614,0.4375,0.02664,21.28,0.791,0.01721,0.0002952,0.1326,2.04,4.574,0.0
-8.836,0.34,0.4294,0.4775,0.02951,20.64,0.1731,0.000635,9.06e-06,0.04712,1.951,5.12,1.0
1.468,0.3064,0.667,0.4417,0.01707,19.7,0.6675,0.01398,0.002455,0.4824,4.26,6.41,2.0
-12.21,0.3179,0.4653,0.4973,0.01488,14.6,0.05133,8.51e-05,0.001128,0.8906,8.164,5.875,3.0
-2.059,0.314,0.6724,0.448,0.01662,20.19,0.756,0.0176,0.002096,0.4277,4.016,6.504,4.0
-11.484,0.3281,0.6187,0.4375,0.02617,22.48,1.055,0.02914,0.0001585,0.0837,1.553,4.27,0.0
-10.29,0.3547,0.4326,0.4905,0.02814,21.83,0.2272,0.001042,5.9e-06,0.03452,1.663,5.188,1.0
-12.34,0.3086,0.5107,0.486,0.014015,14.66,0.0759,0.0002009,0.003067,1.219,8.37,5.66,2.0
-12.97,0.3123,0.585,0.4119,0.01372,24.78,1.158,0.03064,8.3e-05,0.0736,1.893,6.445,3.0
-0.768,0.3386,0.4873,0.4988,0.02083,18.33,0.1604,0.0006895,0.00024,0.2744,4.45,6.355,4.0
-12.19,0.3267,0.668,0.4263,0.02495,22.89,1.503,0.06107,0.0002152,0.081,1.377,3.994,0.0
-13.28,0.3096,0.48,0.4905,0.01369,14.0,0.04947,8.47e-05,0.0022,1.21,8.85,5.496,1.0
0.2637,0.304,0.5522,0.4417,0.0206,19.27,0.321,0.002903,0.0005455,0.3054,4.01,6.184,2.0
-6.055,0.3206,0.4163,0.4773,0.02332,16.98,0.06155,9.47e-05,5.686e-05,0.1932,4.49,6.055,3.0
-7.258,0.316,0.6807,0.4653,0.007786,19.5,0.6177,0.01225,0.00564,0.8784,6.54,8.58,4.0
-12.03,0.3472,0.463,0.469,0.0297,22.92,0.3906,0.003124,6.56e-06,0.02672,1.234,4.42,0.0
-13.45,0.3308,0.4326,0.4578,0.00751,24.14,0.2761,0.001393,9.2e-06,0.0589,3.12,10.7,1.0
-1.328,0.3157,0.667,0.4517,0.01707,20.05,0.718,0.0159,0.002079,0.4321,4.035,6.42,2.0
-1.497,0.3176,0.6226,0.4727,0.01833,18.06,0.3713,0.004517,0.003017,0.657,5.15,6.047,3.0
-9.6,0.3555,0.6724,0.488,0.02888,20.56,0.958,0.02771,0.000682,0.1729,2.018,4.066,4.0
-8.48,0.3472,0.463,0.489,0.02925,20.45,0.2284,0.001198,2.63e-05,0.0702,2.127,4.996,0.0
-2.387,0.3352,0.4326,0.4905,0.02254,18.44,0.1016,0.000247,4.94e-05,0.1523,3.89,6.43,1.0
-9.77,0.3064,0.4478,0.4417,0.01004,20.84,0.172,0.000646,5.6e-05,0.1671,4.85,10.0,2.0
-5.816,0.3184,0.643,0.4517,0.02397,19.84,0.6567,0.01313,0.001105,0.2908,3.06,5.133,3.0
11.46,0.316,0.6724,0.4614,0.01662,19.1,0.5957,0.01155,0.003576,0.608,4.754,6.414,4.0
-7.05,0.3489,0.4136,0.4998,0.02951,19.23,0.10767,0.000254,1.127e-05,0.0644,2.443,5.277,0.0
-10.62,0.3352,0.684,0.4531,0.01001,23.14,1.374,0.05127,0.0008206,0.2295,3.117,7.535,1.0
-3.164,0.329,0.5117,0.4731,0.02063,19.95,0.2776,0.001974,0.000187,0.1963,3.582,6.47,2.0
-9.14,0.308,0.5806,0.4285,0.013336,22.28,0.672,0.011406,0.0003195,0.196,3.396,7.684,3.0
-6.25,0.35,0.5005,0.4993,0.02602,19.92,0.2688,0.001822,0.00010395,0.1353,2.795,5.42,4.0
-14.29,0.3147,0.4136,0.4998,0.02303,12.31,0.01726,1.02e-05,0.0005255,0.755,7.168,3.879,0.0
-3.264,0.3271,0.4285,0.4739,0.02293,19.14,0.1146,0.0002995,2.99e-05,0.11383,3.42,6.477,1.0
-2.371,0.3064,0.548,0.4417,0.01707,20.08,0.3574,0.003431,0.0004334,0.2812,4.15,7.07,2.0
3.89,0.3083,0.6406,0.453,0.01833,18.72,0.4744,0.007244,0.002739,0.5713,4.707,6.133,3.0
-3.723,0.3074,0.6724,0.4614,0.01662,17.73,0.442,0.00684,0.00665,0.902,5.63,6.066,4.0
-7.05,0.3489,0.4136,0.4998,0.02951,19.23,0.10767,0.000254,1.127e-05,0.0644,2.443,5.277,0.0
-21.75,0.3774,0.179,0.4514,0.02504,40.25,0.03793,4e-06,0.0,0.0,0.00106,0.6636,1.0
0.4727,0.3064,0.635,0.4417,0.01707,19.83,0.5776,0.010086,0.001639,0.4258,4.242,6.57,2.0
-4.152,0.3052,0.659,0.453,0.01154,18.78,0.495,0.00801,0.00497,0.841,6.156,7.52,3.0
8.81,0.316,0.6396,0.4614,0.01662,19.17,0.513,0.00827,0.002441,0.5435,4.758,6.57,4.0
-18.34,0.3716,0.2385,0.4688,0.02695,31.52,0.0636,2.587e-05,0.0,7.45e-06,0.05435,2.742,0.0
-6.25,0.3442,0.4326,0.4905,0.0205,20.55,0.1578,0.000534,2.015e-05,0.0864,3.072,7.074,1.0
-2.072,0.3064,0.635,0.4417,0.02122,19.42,0.554,0.009476,0.001509,0.384,3.746,5.684,2.0
-3.736,0.327,0.408,0.4812,0.01833,18.23,0.07153,0.00011665,3.195e-05,0.1545,4.617,7.56,3.0
-0.978,0.3428,0.4644,0.4988,0.02081,19.1,0.1559,0.0005994,9.66e-05,0.182,3.941,6.664,4.0
-16.48,0.3489,0.4136,0.4368,0.02951,27.95,0.677,0.00691,6e-08,0.001777,0.2917,2.727,0.0
-2.658,0.3352,0.4229,0.4905,0.02254,18.38,0.0908,0.0001936,3.755e-05,0.14,3.871,6.5,1.0
-12.305,0.3064,0.5063,0.4417,0.004192,21.48,0.304,0.00218,0.0002525,0.3015,6.0,11.54,2.0
-3.516,0.3245,0.431,0.4773,0.02332,17.95,0.09033,0.0001993,5.59e-05,0.1664,4.01,6.19,3.0
-11.59,0.3083,0.5493,0.4204,0.01205,23.72,0.7163,0.0117,0.0001057,0.1127,2.766,7.895,4.0
-9.45,0.333,0.4136,0.4998,0.02951,15.875,0.0486,6.276e-05,6.15e-05,0.193,4.004,4.734,0.0
-8.48,0.3262,0.3853,0.4905,0.02254,15.94,0.03317,2.706e-05,3.314e-05,0.191,5.04,6.14,1.0
-6.04,0.307,0.644,0.4417,0.0103,20.55,0.6543,0.0126,0.002047,0.512,5.152,8.27,2.0
-6.5,0.3362,0.4229,0.4854,0.02916,18.73,0.10565,0.000257,2.027e-05,0.0867,2.738,5.258,3.0
-14.18,0.3184,0.5366,0.422,0.007187,25.94,0.9443,0.01826,3.946e-05,0.06476,2.236,8.52,4.0
-9.53,0.3506,0.4192,0.4893,0.02951,21.11,0.1721,0.0006003,5.1e-06,0.03564,1.756,5.125,0.0
-5.082,0.3352,0.4607,0.4995,0.02254,17.28,0.1019,0.0002809,0.0001867,0.2803,4.664,5.934,1.0
-13.05,0.3064,0.635,0.494,0.01707,13.93,0.1458,0.0009136,0.02237,2.088,7.47,4.156,2.0
-17.94,0.3342,0.538,0.3948,0.00588,30.94,2.648,0.1207,1.5e-06,0.005547,0.4429,3.924,3.0
-8.68,0.3552,0.6724,0.4932,0.02748,20.28,0.8813,0.0238,0.0008974,0.2124,2.314,4.35,4.0
-14.61,0.3809,0.1544,0.4998,0.02951,25.16,0.000777,0.0,0.0,6e-08,0.02432,4.016,0.0
-4.742,0.3074,0.6406,0.458,0.01168,18.6,0.4312,0.006023,0.004395,0.8374,6.305,7.51,1.0
-7.766,0.3406,0.4436,0.481,0.02649,20.56,0.1896,0.000788,1.794e-05,0.06696,2.332,5.633,2.0
-16.14,0.3083,0.37,0.4976,0.01833,10.6,0.005615,1.13e-06,0.000355,0.945,9.234,3.67,3.0
-12.81,0.3572,0.4573,0.4822,0.01662,24.56,0.4294,0.003485,7.03e-06,0.03424,1.788,7.008,4.0
-7.05,0.3489,0.4136,0.4998,0.02951,19.23,0.10767,0.000254,1.127e-05,0.0644,2.443,5.277,0.0
-9.984,0.3074,0.6406,0.4773,0.01168,16.38,0.2627,0.002537,0.01135,1.496,7.785,6.414,1.0
-11.11,0.3064,0.2524,0.4417,0.01707,17.61,0.004677,3e-07,0.0,0.006405,2.703,10.38,2.0
-15.83,0.332,0.5386,0.4126,0.01833,27.38,1.569,0.04794,5e-06,0.012405,0.6587,3.89,3.0
-6.98,0.316,0.6724,0.4417,0.02304,20.4,0.8584,0.02243,0.001168,0.2676,2.822,5.133,4.0
-8.234,0.3474,0.4087,0.4902,0.02847,20.4,0.1306,0.0003479,5.6e-06,0.04312,2.07,5.473,0.0
-6.117,0.3152,0.6724,0.4749,0.01128,18.06,0.451,0.006992,0.0079,1.073,6.715,7.25,1.0
-18.03,0.354,0.3586,0.4417,0.01707,31.27,0.512,0.003033,0.0,0.000631,0.2598,3.926,2.0
-5.58,0.309,0.6455,0.4668,0.013794,17.69,0.37,0.00469,0.006092,0.9805,6.39,6.684,3.0
-4.12,0.3152,0.6724,0.4658,0.01102,19.05,0.556,0.01009,0.005222,0.8296,6.066,7.66,4.0
-10.03,0.3362,0.4087,0.4666,0.02847,21.6,0.1683,0.0005465,3e-06,0.02821,1.651,5.316,0.0
-6.81,0.3308,0.4456,0.4697,0.02023,20.84,0.1898,0.000783,2.575e-05,0.0903,3.008,7.027,1.0
0.4727,0.3064,0.635,0.4417,0.01707,19.83,0.5776,0.010086,0.001639,0.4258,4.242,6.57,2.0
3.89,0.3083,0.6406,0.453,0.01833,18.72,0.4744,0.007244,0.002739,0.5713,4.707,6.133,3.0
-8.08,0.316,0.6724,0.481,0.01019,17.6,0.4014,0.005688,0.010345,1.285,7.348,7.25,4.0
-8.34,0.3455,0.446,0.4863,0.02802,20.61,0.1995,0.0008755,1.67e-05,0.06134,2.152,5.31,0.0
-13.836,0.3074,0.6406,0.4998,0.01168,13.84,0.1409,0.000864,0.03217,2.69,8.89,4.65,1.0
-14.875,0.3562,0.635,0.4417,0.01707,25.97,2.191,0.11066,4.137e-05,0.03111,0.897,4.023,2.0
-1.611,0.3176,0.678,0.4727,0.01785,18.06,0.4954,0.008484,0.00563,0.7827,5.145,5.92,3.0
-6.426,0.316,0.6724,0.4614,0.008705,19.86,0.645,0.013016,0.004196,0.741,6.027,8.46,4.0
-6.223,0.3313,0.446,0.4863,0.02802,17.75,0.1049,0.0002816,7.15e-05,0.1605,3.441,5.19,0.0
-11.03,0.3074,0.323,0.458,0.01168,16.5,0.014046,3.8e-06,2.5e-06,0.0977,6.215,10.05,1.0
-2.705,0.3008,0.6084,0.439,0.01292,19.66,0.457,0.00619,0.001706,0.5205,5.28,7.676,2.0
-8.805,0.3083,0.6406,0.4758,0.01686,16.28,0.2683,0.002666,0.008934,1.213,6.5,5.508,3.0
-5.586,0.3398,0.4775,0.4897,0.02705,19.16,0.1904,0.000913,8.52e-05,0.1398,2.982,5.336,4.0
-6.445,0.3257,0.4187,0.4702,0.02905,18.72,0.1007,0.0002314,1.806e-05,0.0838,2.742,5.305,0.0
-13.26,0.3008,0.546,0.4507,0.001209,19.23,0.249,0.001737,0.001698,0.829,9.1,11.445,1.0
-4.715,0.3008,0.571,0.435,0.01292,20.23,0.4102,0.004627,0.000774,0.378,4.895,7.992,2.0
-0.12103,0.3027,0.6133,0.4368,0.01938,19.61,0.5005,0.00748,0.001211,0.376,3.988,6.164,3.0
-4.13,0.3152,0.6724,0.4658,0.01102,19.03,0.5557,0.01008,0.005234,0.831,6.07,7.66,4.0
-6.766,0.3257,0.3643,0.4702,0.02905,18.38,0.04865,4.74e-05,2.6e-06,0.045,2.576,5.684,0.0
-4.723,0.301,0.6143,0.451,0.01311,18.17,0.3445,0.003822,0.003529,0.8037,6.285,7.17,1.0
-5.094,0.3103,0.6084,0.4478,0.02534,19.06,0.4622,0.00652,0.000987,0.314,3.316,5.023,2.0
-6.258,0.3164,0.4272,0.4604,0.0288,18.25,0.09875,0.0002328,3.046e-05,0.1087,3.021,5.25,3.0
1.532,0.3286,0.5127,0.4805,0.01973,19.0,0.2253,0.00137,0.0003216,0.2808,4.3,6.55,4.0
-5.332,0.3257,0.488,0.4702,0.0268,19.06,0.203,0.001062,0.0001155,0.158,3.084,5.32,0.0
-8.16,0.3118,0.6846,0.4321,0.01189,21.9,1.093,0.03424,0.001382,0.3225,3.666,7.426,1.0
-7.48,0.3103,0.298,0.4478,0.02534,17.94,0.01483,3.5e-06,1e-07,0.01611,2.482,7.152,2.0
-4.26,0.3083,0.6406,0.4634,0.01833,17.56,0.3662,0.0046,0.004665,0.801,5.426,5.816,3.0
-9.85,0.316,0.529,0.4883,0.01662,15.8,0.1185,0.000467,0.00227,0.893,6.99,5.844,4.0
1.431,0.3257,0.5195,0.4753,0.01997,19.03,0.24,0.001566,0.0003526,0.2844,4.234,6.47,0.0
-4.76,0.3074,0.6406,0.458,0.011665,18.6,0.431,0.00602,0.0044,0.838,6.31,7.516,1.0
-9.75,0.3103,0.6084,0.4744,0.02731,15.91,0.226,0.001867,0.00398,0.7417,4.594,4.074,2.0
-3.22,0.321,0.566,0.4763,0.013794,18.69,0.2878,0.00245,0.001375,0.557,5.8,7.47,3.0
-3.547,0.316,0.689,0.4739,0.01662,17.77,0.4836,0.0083,0.007713,0.93,5.574,6.02,4.0
-4.426,0.3328,0.546,0.478,0.02414,19.56,0.341,0.0032,0.0003355,0.221,3.268,5.54,0.0
-9.67,0.307,0.653,0.444,0.00532,20.73,0.676,0.01343,0.00288,0.6543,6.242,9.75,1.0
-12.516,0.3154,0.6084,0.4136,0.02534,23.36,1.19,0.0353,8.73e-05,0.05838,1.297,4.125,2.0
-5.785,0.3083,0.4902,0.453,0.02731,17.92,0.1609,0.000713,0.0002056,0.2246,3.574,5.086,3.0
-7.566,0.3086,0.633,0.4363,0.0108,21.44,0.745,0.015495,0.001142,0.363,4.383,8.19,4.0
-7.703,0.3328,0.546,0.468,0.02621,20.52,0.4307,0.004868,0.0001775,0.1407,2.508,5.117,0.0
-11.11,0.3044,0.653,0.444,0.003033,20.55,0.634,0.01192,0.003653,0.785,7.09,10.484,1.0
-4.875,0.3118,0.5957,0.4565,0.02534,18.31,0.3625,0.00412,0.001216,0.3826,3.727,4.992,2.0
-9.6,0.3083,0.6406,0.4355,0.00703,21.81,0.8027,0.01779,0.001356,0.4106,4.91,9.29,3.0
-11.42,0.31,0.6206,0.4373,0.00428,22.33,0.7686,0.01562,0.001037,0.3896,5.207,10.375,4.0
-2.361,0.3328,0.546,0.4788,0.01833,20.06,0.356,0.003399,0.00039,0.2615,3.936,6.785,0.0
-9.67,0.307,0.653,0.444,0.00532,20.73,0.676,0.01343,0.00288,0.6543,6.242,9.75,1.0
-5.19,0.3357,0.504,0.4817,0.02534,19.58,0.2551,0.0016775,0.0001386,0.1609,3.05,5.527,2.0
-8.16,0.3171,0.6406,0.4697,0.02928,17.31,0.3862,0.005196,0.00269,0.4941,3.584,4.113,3.0
-10.41,0.306,0.6377,0.4321,0.005672,21.98,0.8047,0.0177,0.00133,0.4177,5.098,9.76,4.0
-9.96,0.3594,0.546,0.4934,0.02516,21.89,0.5713,0.00803,9.185e-05,0.09064,2.008,5.094,0.0
-9.67,0.307,0.653,0.444,0.00532,20.73,0.676,0.01343,0.00288,0.6543,6.242,9.75,1.0
-5.863,0.3357,0.6836,0.4817,0.02534,19.02,0.684,0.01544,0.002289,0.3909,3.232,4.746,2.0
-5.195,0.311,0.6406,0.453,0.02534,18.52,0.4888,0.00778,0.001918,0.4167,3.578,4.855,3.0
-12.12,0.316,0.6724,0.4973,0.02791,14.49,0.2249,0.002167,0.01506,1.272,4.95,3.32,4.0
-9.836,0.3328,0.5327,0.4788,0.00795,21.16,0.3613,0.00326,0.0003755,0.3135,5.344,9.875,0.0
-2.37,0.307,0.653,0.447,0.012344,19.7,0.588,0.010704,0.002913,0.6064,5.297,7.582,1.0
-5.227,0.315,0.6367,0.46,0.02536,18.38,0.4648,0.007057,0.00196,0.4297,3.65,4.85,2.0
-7.184,0.3083,0.5986,0.453,0.02873,17.83,0.3416,0.003767,0.001284,0.3755,3.451,4.402,3.0
11.46,0.316,0.6724,0.4614,0.01662,19.1,0.5957,0.01155,0.003576,0.608,4.754,6.414,4.0
-2.361,0.3328,0.546,0.4788,0.01833,20.06,0.356,0.003399,0.00039,0.2615,3.936,6.785,0.0
-2.357,0.3005,0.622,0.447,0.014,18.5,0.391,0.004887,0.003191,0.7197,5.824,7.055,1.0
-5.46,0.3142,0.6504,0.46,0.02536,18.22,0.4824,0.00777,0.002459,0.4692,3.717,4.785,2.0
-6.35,0.3083,0.6353,0.453,0.02672,17.95,0.424,0.006,0.002163,0.454,3.662,4.594,3.0
-1.53,0.3093,0.6567,0.4563,0.01297,18.98,0.5176,0.00864,0.00405,0.733,5.668,7.258,4.0
