like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
6.1,0.531,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.662,3.328,4.18,0.3267,0.2603,0.4956,0.00879,13.09,0.001545,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.066,8.16,10.55,1.0
7.562,0.5312,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.5938,5.47,2.598,0.323,0.2651,0.4988,0.008064,11.63,0.001088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-07,0.1344,10.3,8.97,1.0
9.61,0.4727,0.00794,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7275,4.22,3.578,0.3726,0.2698,0.4934,0.007347,28.8,0.05936,3.016e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000456,0.607,9.945,1.0
22.55,0.10925,0.005474,0.0001135,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.812,5.04,0.422,0.2747,0.4878,0.006626,41.75,0.6416,0.002497,7.03e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-06,0.01269,1.332,1.0
27.05,2.254,0.03568,0.000379,3.7e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.285,0.472,0.2795,0.4822,0.005905,46.25,2.785,0.04364,0.0004997,5.07e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0002322,0.08246,1.0
26.9,3.129,0.0696,0.001087,1.54e-05,2e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.324,0.4785,0.2842,0.4766,0.005184,46.1,3.662,0.0775,0.001207,1.675e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0001148,0.04663,1.0
24.84,0.912,0.004967,3.48e-05,9e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.82,5.816,0.429,0.289,0.471,0.004467,44.03,1.444,0.01294,8.58e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,0.003778,0.5522,1.0
17.53,0.1764,0.007008,0.0001186,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.703,1.794,0.3794,0.294,0.4653,0.003746,36.72,0.3557,0.0009637,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.645e-05,0.121,4.574,1.0
4.55,0.4927,0.00795,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.719,2.164,8.79,0.3298,0.2986,0.4597,0.003025,23.75,0.0394,1.87e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008804,2.66,15.16,1.0
2.71,0.5024,0.00796,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.709,0.955,9.56,0.3198,0.3035,0.454,0.002306,21.9,0.02974,1.18e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.01888,3.871,15.94,1.0
18.25,0.0258,0.005924,0.0001143,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.703,1.969,0.3694,0.3083,0.4485,0.001586,37.44,0.5063,0.002047,6.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11e-05,0.1211,4.402,1.0
25.12,2.123,0.04056,0.000554,7.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.02,0.419,0.313,0.4429,0.000866,44.3,2.654,0.04852,0.0006747,8.46e-06,1e-07,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.002434,0.3486,1.0
24.75,6.69,0.3618,0.01435,0.0005116,1.734e-05,6e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.4688,0.3179,0.4373,0.0001458,43.94,7.227,0.3699,0.01447,0.000513,1.74e-05,6e-07,0.0,0.0,0.0,0.0,0.0,5.58e-05,0.01959,1.0
23.28,8.73,0.6333,0.03397,0.001644,7.594e-05,3.46e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4817,0.3228,0.4316,0.000574,42.47,9.266,0.641,0.0341,0.001645,7.6e-05,3.46e-06,0.0,0.0,0.0,0.0,0.0,1.806e-05,0.007534,1.0
24.58,4.543,0.1823,0.005383,0.0001434,3.64e-06,1e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.285,0.4321,0.3274,0.426,0.001294,43.78,5.074,0.1902,0.005505,0.0001448,3.64e-06,1e-07,0.0,0.0,0.0,0.0,6e-08,0.0004263,0.0849,1.0
22.56,1.505,0.02477,0.0002875,3.2e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.812,5.484,0.3826,0.3323,0.4204,0.002014,41.75,2.037,0.03275,0.000408,4.65e-06,6e-08,0.0,0.0,0.0,0.0,0.0,4.35e-06,0.01171,0.885,1.0
15.055,0.0503,0.0057,0.0001122,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7275,4.508,0.0828,0.333,0.3372,0.4148,0.002735,34.25,0.482,0.002274,8.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004804,0.319,6.285,1.0
11.81,0.2343,0.006996,0.0001181,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.726,4.086,2.64,0.3167,0.3418,0.4092,0.003454,31.02,0.2979,0.000977,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001888,0.739,9.01,1.0
21.22,1.592,0.03078,0.0004349,5.9e-06,6e-08,0.0,0.0,0.0,6e-08,0.00391,0.728,4.81,5.418,0.3662,0.3467,0.4038,0.004173,40.4,2.123,0.03876,0.0005555,7.3e-06,1e-07,0.0,0.0,0.0,0.0,0.0,8.46e-06,0.01572,0.9536,1.0
22.06,5.94,0.3503,0.01552,0.0006247,2.41e-05,9e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.316,0.4158,0.3516,0.3982,0.004894,41.25,6.473,0.3582,0.01564,0.000626,2.414e-05,9e-07,0.0,0.0,0.0,0.0,6e-08,0.0003264,0.0539,1.0
18.52,11.83,1.444,0.135,0.01155,0.000951,7.68e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4653,0.3562,0.3926,0.005615,37.72,12.36,1.452,0.1351,0.01155,0.000951,7.68e-05,0.0,0.0,0.0,0.0,0.0,9.24e-06,0.002916,1.0
16.11,14.55,2.338,0.29,0.03302,0.003618,0.0003893,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4849,0.361,0.387,0.006332,35.3,15.086,2.346,0.29,0.03302,0.003618,0.0003893,0.0,0.0,0.0,0.0,0.0,2.2e-06,0.000826,1.0
19.0,9.94,1.054,0.0857,0.006397,0.0004597,3.24e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.4353,0.366,0.3813,0.007053,38.2,10.47,1.062,0.0858,0.006397,0.0004597,3.24e-05,0.0,0.0,0.0,0.0,0.0,3.725e-05,0.00826,1.0
20.58,5.43,0.3274,0.014984,0.0006266,2.515e-05,1e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.277,0.3857,0.3706,0.3757,0.007774,39.78,5.96,0.3354,0.01511,0.000628,2.52e-05,1e-06,0.0,0.0,0.0,0.0,3e-07,0.0008125,0.09064,1.0
18.95,1.884,0.05026,0.001008,1.884e-05,3e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.805,5.42,0.3362,0.3755,0.37,0.00849,38.16,2.416,0.05823,0.001128,2.02e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,2.134e-05,0.0218,0.9473,1.0
16.61,0.935,0.01524,0.0001756,2.1e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.742,4.16,0.3135,0.3804,0.3645,0.00922,35.8,1.468,0.02321,0.000296,3.5e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.000145,0.085,2.209,1.0
19.48,4.992,0.301,0.013855,0.0005846,2.37e-05,9.5e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.234,0.363,0.385,0.359,0.00993,38.7,5.523,0.3088,0.01398,0.000586,2.38e-05,9.5e-07,0.0,0.0,0.0,0.0,9e-07,0.001593,0.1335,1.0
16.66,10.85,1.426,0.1465,0.01391,0.001277,0.00011533,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4126,0.39,0.3533,0.01065,35.84,11.38,1.434,0.1466,0.01391,0.001277,0.00011533,0.0,0.0,0.0,0.0,0.0,3.904e-05,0.00675,1.0
12.04,16.4,3.684,0.655,0.10803,0.01726,0.00271,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4622,0.3948,0.3477,0.011375,31.23,16.94,3.691,0.6553,0.10803,0.01726,0.00271,0.0,0.0,0.0,0.0,0.0,1.5e-06,0.0004017,1.0
9.2,18.9,5.406,1.231,0.261,0.05353,0.01081,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4883,0.3994,0.342,0.01209,28.39,19.44,5.414,1.231,0.261,0.05353,0.01081,0.0,0.0,0.0,0.0,0.0,3e-07,9.04e-05,1.0
12.28,15.336,3.29,0.561,0.08905,0.01369,0.002073,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4385,0.4043,0.3364,0.01282,31.48,15.87,3.297,0.561,0.08905,0.01369,0.002073,0.0,0.0,0.0,0.0,0.0,3.34e-06,0.0007424,1.0
15.24,10.96,1.591,0.1827,0.0195,0.002018,0.0002058,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.389,0.4092,0.3308,0.013535,34.44,11.49,1.599,0.1829,0.0195,0.002018,0.0002058,0.0,0.0,0.0,0.0,0.0,5.364e-05,0.007343,1.0
17.14,6.223,0.5215,0.03415,0.002068,0.0001213,7.03e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.285,0.3394,0.4138,0.3252,0.01425,36.34,6.754,0.53,0.03427,0.00207,0.0001213,7.03e-06,0.0,0.0,0.0,0.0,9.5e-07,0.001182,0.0843,1.0
16.89,3.889,0.2233,0.00988,0.0004032,1.585e-05,6e-07,0.0,0.0,6e-08,0.00391,0.728,4.82,6.05,0.3103,0.4187,0.3196,0.01498,36.1,4.42,0.2312,0.01,0.0004046,1.59e-05,6e-07,0.0,0.0,0.0,0.0,9.66e-06,0.00722,0.3184,1.0
14.984,9.78,1.335,0.1449,0.01466,0.001441,0.0001396,0.0,0.0,6e-08,0.00391,0.728,4.824,6.355,0.3599,0.4236,0.3142,0.0157,34.2,10.31,1.343,0.145,0.01466,0.001441,0.0001396,0.0,0.0,0.0,0.0,6e-08,0.0001409,0.01435,1.0
10.55,15.37,3.701,0.7197,0.1309,0.02313,0.004032,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4094,0.4282,0.3086,0.01642,29.75,15.9,3.709,0.7197,0.1309,0.02313,0.004032,0.0,0.0,0.0,0.0,0.0,4.35e-06,0.000742,1.0
6.008,19.17,6.793,1.956,0.528,0.1387,0.03592,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.459,0.433,0.303,0.01714,25.2,19.7,6.8,1.956,0.528,0.1387,0.03592,0.0,0.0,0.0,0.0,0.0,2.4e-07,5.2e-05,1.0
3.145,20.64,8.945,3.162,1.05,0.3389,0.10803,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4915,0.438,0.2974,0.01785,22.34,21.17,8.95,3.162,1.05,0.3389,0.10803,0.0,0.0,0.0,0.0,0.0,6e-08,1e-05,1.0
5.754,18.73,6.69,1.953,0.535,0.1428,0.03763,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4417,0.4426,0.2917,0.01857,24.95,19.27,6.7,1.953,0.535,0.1428,0.03763,0.0,0.0,0.0,0.0,0.0,3e-07,6.413e-05,1.0
8.73,15.85,4.367,0.982,0.2074,0.04266,0.00867,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.392,0.4475,0.2861,0.01929,27.92,16.39,4.375,0.982,0.2074,0.04266,0.00867,0.0,0.0,0.0,0.0,0.0,3.5e-06,0.000514,1.0
11.805,11.85,2.266,0.3513,0.0512,0.00727,0.0010195,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.3425,0.4524,0.2805,0.02002,31.0,12.38,2.273,0.3516,0.0512,0.00727,0.0010195,0.0,0.0,0.0,0.0,6e-08,5.59e-05,0.00529,1.0
13.45,8.59,1.175,0.1294,0.01337,0.001346,0.0001339,0.0,0.0,6e-08,0.00391,0.728,4.824,6.34,0.3071,0.457,0.275,0.02074,32.66,9.125,1.183,0.1295,0.01337,0.001346,0.0001339,0.0,0.0,0.0,0.0,5.4e-07,0.0004714,0.02954,1.0
9.16,14.36,3.656,0.763,0.15,0.02878,0.005455,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3567,0.462,0.2693,0.02145,28.36,14.89,3.664,0.763,0.15,0.02878,0.005455,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.001229,1.0
4.58,18.05,6.85,2.15,0.6367,0.184,0.05255,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4062,0.4668,0.2637,0.02217,23.77,18.58,6.86,2.15,0.6367,0.184,0.05255,0.0,0.0,0.0,0.0,0.0,5e-07,7.26e-05,1.0
0.7036,19.66,9.766,4.023,1.566,0.5957,0.2239,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4558,0.4714,0.258,0.02289,19.9,20.19,9.77,4.023,1.566,0.5957,0.2239,0.0,0.0,0.0,0.0,0.0,6e-08,6.3e-06,1.0
1.871,19.88,11.56,5.59,2.557,1.142,0.5044,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4946,0.4763,0.2524,0.02362,17.33,20.4,11.57,5.59,2.557,1.142,0.5044,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-06,1.0
0.05264,19.33,9.94,4.254,1.725,0.683,0.2676,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.445,0.4812,0.247,0.02434,19.25,19.86,9.945,4.254,1.725,0.683,0.2676,0.0,0.0,0.0,0.0,0.0,6e-08,5.5e-06,1.0
2.412,18.19,7.93,2.883,0.992,0.334,0.11127,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3953,0.4858,0.2413,0.02505,21.61,18.72,7.938,2.883,0.992,0.334,0.11127,0.0,0.0,0.0,0.0,0.0,2.4e-07,3.3e-05,1.0
5.266,16.11,5.582,1.61,0.4404,0.1178,0.03119,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3457,0.4907,0.2357,0.02577,24.45,16.64,5.59,1.61,0.4404,0.1178,0.03119,0.0,0.0,0.0,0.0,0.0,2.44e-06,0.0002642,1.0
7.867,13.39,3.559,0.7856,0.1643,0.03363,0.006813,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3037,0.4956,0.2301,0.02649,27.06,13.92,3.568,0.7856,0.1643,0.03363,0.006813,0.0,0.0,0.0,0.0,0.0,2.426e-05,0.001878,1.0
3.13,17.0,6.906,2.35,0.7583,0.2395,0.07495,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3535,0.5005,0.2245,0.02722,22.33,17.53,6.914,2.35,0.7583,0.2395,0.07495,0.0,0.0,0.0,0.0,0.0,8e-07,8.61e-05,1.0
0.777,18.28,9.71,4.336,1.84,0.764,0.3145,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.403,0.505,0.2189,0.02794,18.42,18.81,9.73,4.336,1.84,0.764,0.3145,0.0,0.0,0.0,0.0,0.0,6e-08,6.4e-06,1.0
3.768,18.16,11.53,6.164,3.133,1.561,0.77,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4526,0.51,0.2133,0.02866,15.43,18.69,11.54,6.164,3.133,1.561,0.77,0.0,0.0,0.0,0.0,0.0,0.0,7e-07,1.0
5.887,17.4,12.41,7.445,4.254,2.383,1.322,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4978,0.5146,0.2076,0.02937,13.31,17.94,12.414,7.445,4.254,2.383,1.322,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
4.6,17.61,11.67,6.523,3.475,1.814,0.939,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4482,0.5195,0.2021,0.0299,14.59,18.14,11.68,6.523,3.475,1.814,0.939,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,1.0
2.879,17.86,10.81,5.535,2.7,1.292,0.613,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3987,0.5244,0.1965,0.02919,16.31,18.4,10.82,5.535,2.7,1.292,0.613,0.0,0.0,0.0,0.0,0.0,0.0,2.15e-06,1.0
0.6675,17.73,9.445,4.26,1.836,0.7754,0.3247,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3489,0.5293,0.1909,0.02847,18.53,18.27,9.45,4.26,1.836,0.7754,0.3247,0.0,0.0,0.0,0.0,0.0,1e-07,1.27e-05,1.0
2.102,16.83,7.484,2.82,1.014,0.358,0.1252,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3005,0.5337,0.1853,0.02774,21.3,17.36,7.492,2.82,1.014,0.358,0.1252,0.0,0.0,0.0,0.0,0.0,1.13e-06,9.966e-05,1.0
1.871,18.0,10.56,5.266,2.508,1.173,0.5444,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3503,0.5386,0.1797,0.02702,17.33,18.53,10.57,5.266,2.508,1.173,0.5444,0.0,0.0,0.0,0.0,0.0,6e-08,6.2e-06,1.0
4.78,17.72,12.38,7.37,4.19,2.342,1.299,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4,0.5435,0.1741,0.0263,14.414,18.25,12.39,7.37,4.19,2.342,1.299,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-07,1.0
6.895,16.84,13.234,8.86,5.67,3.568,2.227,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4495,0.5483,0.1685,0.02559,12.305,17.38,13.24,8.86,5.67,3.568,2.227,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
8.45,15.8,13.48,9.79,6.8,4.65,3.15,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.499,0.553,0.1628,0.02487,10.74,16.33,13.484,9.79,6.8,4.65,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.63,16.39,13.55,9.555,6.453,4.285,2.826,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4514,0.558,0.1573,0.02414,11.57,16.92,13.555,9.555,6.453,4.285,2.826,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.0
6.543,17.08,13.484,9.11,5.9,3.758,2.377,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4019,0.5625,0.1517,0.02342,12.66,17.61,13.49,9.11,5.9,3.758,2.377,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,1.0
4.32,18.02,12.805,7.812,4.574,2.635,1.506,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.352,0.5674,0.1539,0.0227,14.875,18.55,12.81,7.816,4.574,2.635,1.506,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-06,1.0
0.8604,18.34,10.82,5.492,2.676,1.282,0.611,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3025,0.5723,0.1595,0.02199,18.33,18.88,10.83,5.492,2.676,1.282,0.611,0.0,0.0,0.0,0.0,0.0,3e-07,2.35e-05,1.0
2.729,18.4,12.21,6.98,3.83,2.07,1.111,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.347,0.577,0.165,0.02127,16.47,18.94,12.22,6.98,3.83,2.07,1.111,0.0,0.0,0.0,0.0,0.0,6e-08,6.26e-06,1.0
4.33,18.12,13.195,8.29,5.004,2.975,1.757,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3967,0.582,0.1707,0.02054,14.87,18.66,13.2,8.29,5.004,2.975,1.757,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-06,1.0
5.516,17.7,13.78,9.26,5.984,3.809,2.408,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4463,0.587,0.1763,0.01982,13.68,18.23,13.79,9.26,5.984,3.809,2.408,0.0,0.0,0.0,0.0,0.0,0.0,8e-07,1.0
6.414,17.25,14.11,9.98,6.78,4.543,3.023,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4958,0.5913,0.1819,0.0191,12.78,17.78,14.12,9.98,6.78,4.543,3.023,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,1.0
4.742,18.08,13.76,9.06,5.75,3.594,2.232,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4546,0.596,0.1875,0.01839,14.45,18.61,13.766,9.06,5.75,3.594,2.232,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-06,1.0
2.334,18.7,12.67,7.45,4.22,2.355,1.307,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.405,0.601,0.1931,0.01767,16.86,19.25,12.68,7.45,4.22,2.355,1.307,0.0,0.0,0.0,0.0,0.0,2e-07,1.246e-05,1.0
0.7476,18.53,10.58,5.25,2.51,1.183,0.554,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3555,0.606,0.1987,0.01695,19.94,19.08,10.586,5.25,2.51,1.183,0.554,0.0,0.0,0.0,0.0,0.0,2e-06,0.0001229,1.0
4.566,16.75,7.336,2.79,1.021,0.3691,0.1327,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3057,0.611,0.2043,0.01622,23.77,17.3,7.344,2.79,1.021,0.3691,0.1327,0.0,0.0,0.0,0.0,1e-07,3.9e-05,0.001744,1.0
2.674,18.0,9.21,4.1,1.764,0.748,0.3154,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3438,0.6157,0.2098,0.0155,21.88,18.53,9.22,4.105,1.764,0.748,0.3154,0.0,0.0,0.0,0.0,6e-08,1.03e-05,0.000521,1.0
0.507,18.83,11.21,5.832,2.928,1.45,0.7144,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3933,0.62,0.2155,0.014786,19.7,19.36,11.22,5.832,2.928,1.45,0.7144,0.0,0.0,0.0,0.0,0.0,2.26e-06,0.0001274,1.0
1.187,19.08,12.65,7.332,4.105,2.27,1.248,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.443,0.625,0.2211,0.01407,18.02,19.61,12.66,7.332,4.105,2.27,1.248,0.0,0.0,0.0,0.0,0.0,6.6e-07,4.125e-05,1.0
2.516,19.02,13.64,8.57,5.203,3.117,1.859,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4927,0.63,0.2267,0.01334,16.67,19.55,13.65,8.57,5.203,3.117,1.859,0.0,0.0,0.0,0.0,0.0,2.4e-07,1.657e-05,1.0
0.757,19.2,12.64,7.297,4.07,2.244,1.231,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4578,0.635,0.2323,0.01263,18.44,19.73,12.65,7.297,4.07,2.244,1.231,0.0,0.0,0.0,0.0,0.0,1.13e-06,6.4e-05,1.0
1.961,18.75,10.57,5.23,2.502,1.182,0.556,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4082,0.6396,0.2379,0.01191,21.16,19.28,10.58,5.23,2.502,1.182,0.556,0.0,0.0,0.0,0.0,6e-08,9.36e-06,0.0004418,1.0
5.145,17.02,7.645,3.012,1.146,0.4316,0.1617,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3586,0.644,0.2435,0.011185,24.34,17.55,7.652,3.012,1.146,0.4316,0.1617,0.0,0.0,0.0,0.0,5e-07,0.0001076,0.003904,1.0
8.45,13.37,4.24,1.172,0.3132,0.08276,0.02177,0.0,0.0,6e-08,0.00391,0.728,4.824,6.324,0.309,0.649,0.2491,0.01047,27.64,13.9,4.246,1.172,0.3132,0.08276,0.02177,0.0,0.0,0.0,0.0,1.186e-05,0.0018,0.0443,1.0
7.117,15.3,5.805,1.931,0.6216,0.1978,0.0627,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.3406,0.654,0.2546,0.00974,26.31,15.83,5.812,1.931,0.6216,0.1978,0.0627,0.0,0.0,0.0,0.0,3.4e-06,0.0005913,0.01697,1.0
4.883,17.53,8.305,3.465,1.4,0.5596,0.2227,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3901,0.6587,0.2603,0.009026,24.08,18.06,8.31,3.465,1.4,0.5596,0.2227,0.0,0.0,0.0,0.0,5.4e-07,0.0001108,0.003864,1.0
2.938,18.81,10.414,5.086,2.408,1.128,0.5264,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.44,0.6636,0.2659,0.00831,22.14,19.34,10.42,5.086,2.408,1.128,0.5264,0.0,0.0,0.0,0.0,1e-07,2.855e-05,0.00113,1.0
1.3125,19.47,12.07,6.62,3.52,1.852,0.9707,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4895,0.6685,0.2715,0.007587,20.52,20.0,12.08,6.62,3.52,1.852,0.9707,0.0,0.0,0.0,0.0,6e-08,9.5e-06,0.000407,1.0
2.918,19.02,10.734,5.363,2.6,1.247,0.596,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.461,0.673,0.277,0.006866,22.11,19.55,10.74,5.363,2.6,1.247,0.596,0.0,0.0,0.0,0.0,1e-07,3.27e-05,0.0012455,1.0
5.617,17.38,8.06,3.309,1.317,0.519,0.2039,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4114,0.6777,0.2827,0.006145,24.81,17.9,8.07,3.309,1.317,0.519,0.2039,0.0,0.0,0.0,0.0,1.5e-06,0.0002556,0.00775,1.0
8.36,14.28,4.984,1.532,0.4568,0.1349,0.03967,0.0,0.0,6e-08,0.00391,0.728,4.824,6.312,0.3618,0.6826,0.2883,0.005424,27.56,14.81,4.992,1.532,0.4568,0.1349,0.03967,0.0,0.0,0.0,0.0,2.1e-05,0.002605,0.0574,1.0
10.34,9.57,2.17,0.4277,0.08167,0.01544,0.00291,0.0,0.0,6e-08,0.00391,0.7275,4.793,5.895,0.3123,0.6875,0.294,0.004707,29.53,10.11,2.178,0.4277,0.08167,0.01544,0.00291,0.0,0.0,0.0,3e-07,0.0004559,0.03476,0.476,1.0
9.86,11.445,3.115,0.7427,0.1719,0.0394,0.008995,0.0,0.0,6e-08,0.00391,0.728,4.812,6.12,0.3374,0.6924,0.2996,0.003986,29.06,11.98,3.123,0.743,0.1719,0.0394,0.008995,0.0,0.0,0.0,1e-07,0.0001726,0.01531,0.2467,1.0
8.24,14.82,5.45,1.7705,0.559,0.1749,0.05457,0.0,0.0,6e-08,0.00391,0.728,4.824,6.31,0.387,0.6973,0.3052,0.003265,27.44,15.35,5.457,1.7705,0.559,0.1749,0.05457,0.0,0.0,0.0,0.0,2.39e-05,0.002777,0.05936,1.0
6.492,17.2,7.773,3.12,1.217,0.4702,0.1812,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.4365,0.698,0.3108,0.002546,25.69,17.73,7.78,3.12,1.217,0.4702,0.1812,0.0,0.0,0.0,0.0,4.5e-06,0.0006337,0.01662,1.0
